table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,ja-Hrkt,かせきかん,165_01,,
stops,stop_name,ja-Hrkt,そりまち,166_01,,
stops,stop_name,ja-Hrkt,いたばぐち,167_01,,
stops,stop_name,ja-Hrkt,とりいで,168_01,,
stops,stop_name,ja-Hrkt,あなざわおんせんぐち,169_01,,
stops,stop_name,ja-Hrkt,いちのせのうしんけいげかびょういん,17_01,,
stops,stop_name,ja-Hrkt,ほうふくじしもまち,170_01,,
stops,stop_name,ja-Hrkt,ほうふくじぐち,171_01,,
stops,stop_name,ja-Hrkt,けみ,172_01,,
stops,stop_name,ja-Hrkt,とののいり,173_01,,
stops,stop_name,ja-Hrkt,みやまえ,174_01,,
stops,stop_name,ja-Hrkt,あかぬたくみあいまえ,175_01,,
stops,stop_name,ja-Hrkt,あかぬた,176_01,,
stops,stop_name,ja-Hrkt,こせ,177_01,,
stops,stop_name,ja-Hrkt,ふくじゅそうこうえんまえ,178_01,,
stops,stop_name,ja-Hrkt,にしきべ,179_01,,
stops,stop_name,ja-Hrkt,にしきべ,179_02,,
stops,stop_name,ja-Hrkt,うきよえはくぶつかんれきしのさと,18_01,,
stops,stop_name,ja-Hrkt,かわうら,180_01,,
stops,stop_name,ja-Hrkt,ほだいらかみ,181_01,,
stops,stop_name,ja-Hrkt,ほだいら,182_01,,
stops,stop_name,ja-Hrkt,おくかみや,183_01,,
stops,stop_name,ja-Hrkt,かみや,184_01,,
stops,stop_name,ja-Hrkt,しもかみや,185_01,,
stops,stop_name,ja-Hrkt,さかのそ,186_01,,
stops,stop_name,ja-Hrkt,のむぎとうげすきーじょう,187_01,,
stops,stop_name,ja-Hrkt,うんどうひろばまえ,188_01,,
stops,stop_name,ja-Hrkt,ながわこうげんいりぐち,189_01,,
stops,stop_name,ja-Hrkt,ほりごめみなみ,19_01,,
stops,stop_name,ja-Hrkt,そぐら,190_01,,
stops,stop_name,ja-Hrkt,よりあいど,191_01,,
stops,stop_name,ja-Hrkt,まるなかまえ,192_01,,
stops,stop_name,ja-Hrkt,おおびら,193_01,,
stops,stop_name,ja-Hrkt,そぐらさわ,194_01,,
stops,stop_name,ja-Hrkt,おいだいら,195_01,,
stops,stop_name,ja-Hrkt,かねはら,196_01,,
stops,stop_name,ja-Hrkt,かなばらした,197_01,,
stops,stop_name,ja-Hrkt,ながわさんさいかん,198_01,,
stops,stop_name,ja-Hrkt,がっこうまえ,199_01,,
stops,stop_name,ja-Hrkt,しなのあらい,20_01,,
stops,stop_name,ja-Hrkt,ぶんかせんたーゆめのもりまえ,200_01,,
stops,stop_name,ja-Hrkt,ふるやど,201_01,,
stops,stop_name,ja-Hrkt,がっこうぐち,202_01,,
stops,stop_name,ja-Hrkt,くろかわど,203_01,,
stops,stop_name,ja-Hrkt,じぇいえーすたんどよこ,204_01,,
stops,stop_name,ja-Hrkt,ながわおんせん,205_01,,
stops,stop_name,ja-Hrkt,おぐろがわばし,206_01,,
stops,stop_name,ja-Hrkt,したみち,207_01,,
stops,stop_name,ja-Hrkt,くろかわどした,208_01,,
stops,stop_name,ja-Hrkt,ふるやどした,209_01,,
stops,stop_name,ja-Hrkt,たがわこうみんかん,21_01,,
stops,stop_name,ja-Hrkt,ちゅうちがわ,210_01,,
stops,stop_name,ja-Hrkt,たのかやかみ,211_01,,
stops,stop_name,ja-Hrkt,たのかや,212_01,,
stops,stop_name,ja-Hrkt,にゅうやまぐち,214_01,,
stops,stop_name,ja-Hrkt,ながわどだむ,215_01,,
stops,stop_name,ja-Hrkt,ごりょうざわ,216_01,,
stops,stop_name,ja-Hrkt,ほううんざき,217_01,,
stops,stop_name,ja-Hrkt,みどのだむ,218_01,,
stops,stop_name,ja-Hrkt,みどのだむ,218_02,,
stops,stop_name,ja-Hrkt,なしのきだいら,219_01,,
stops,stop_name,ja-Hrkt,まつもとえきおしろぐち,22_01,,
stops,stop_name,ja-Hrkt,まつもとえきおしろぐち,22_02,,
stops,stop_name,ja-Hrkt,まつもとえきおしろぐち,22_04,,
stops,stop_name,ja-Hrkt,みやのさわ,220_01,,
stops,stop_name,ja-Hrkt,いねこきなかまち,221_01,,
stops,stop_name,ja-Hrkt,いねこき,222_01,,
stops,stop_name,ja-Hrkt,いねこきぐち,223_01,,
stops,stop_name,ja-Hrkt,いねこきだむ,224_01,,
stops,stop_name,ja-Hrkt,あづみしょうちゅうがっこうまえ,225_01,,
stops,stop_name,ja-Hrkt,あづみししょまえ,226_01,,
stops,stop_name,ja-Hrkt,あづみししょまえ,226_02,,
stops,stop_name,ja-Hrkt,しましまとくごうとうげいりぐち,227_01,,
stops,stop_name,ja-Hrkt,しましまとくごうとうげいりぐち,227_02,,
stops,stop_name,ja-Hrkt,のざわ,228_01,,
stops,stop_name,ja-Hrkt,はつでんしょまえ,229_01,,
stops,stop_name,ja-Hrkt,はつでんしょまえ,229_02,,
stops,stop_name,ja-Hrkt,ばすたーみなるきた,23_01,,
stops,stop_name,ja-Hrkt,ばすたーみなるきた,23_02,,
stops,stop_name,ja-Hrkt,おおのたゆうえんちまえ,230_01,,
stops,stop_name,ja-Hrkt,まえぶち,231_01,,
stops,stop_name,ja-Hrkt,まえぶち,231_02,,
stops,stop_name,ja-Hrkt,しんしましま,232_01,,
stops,stop_name,ja-Hrkt,はらばしにし,233_01,,
stops,stop_name,ja-Hrkt,はらしょうぼうつめしょ,234_01,,
stops,stop_name,ja-Hrkt,あなざわ,235_01,,
stops,stop_name,ja-Hrkt,はらばしひがし,236_01,,
stops,stop_name,ja-Hrkt,たいしでん,237_01,,
stops,stop_name,ja-Hrkt,よこて,238_01,,
stops,stop_name,ja-Hrkt,かみあさま,239_01,,
stops,stop_name,ja-Hrkt,やまだぐち,240_01,,
stops,stop_name,ja-Hrkt,ゆさか,241_01,,
stops,stop_name,ja-Hrkt,やきゅうじょうきた,242_01,,
stops,stop_name,ja-Hrkt,やきゅうじょうにし,243_01,,
stops,stop_name,ja-Hrkt,へんでんしょひがし,244_01,,
stops,stop_name,ja-Hrkt,おおむらきた,245_01,,
stops,stop_name,ja-Hrkt,おおみやじんじゃ,246_01,,
stops,stop_name,ja-Hrkt,おおむらしょうぼうつめしょ,247_01,,
stops,stop_name,ja-Hrkt,かりがねさっかーじょうにし,248_01,,
stops,stop_name,ja-Hrkt,なんごうふくしひろばひがし,249_01,,
stops,stop_name,ja-Hrkt,なかまちくらしっくかん,25_01,,
stops,stop_name,ja-Hrkt,なんごうふくしひろば,250_01,,
stops,stop_name,ja-Hrkt,そうざきた,251_01,,
stops,stop_name,ja-Hrkt,そうざこうみんかん,252_01,,
stops,stop_name,ja-Hrkt,でりしあそうざてん,253_01,,
stops,stop_name,ja-Hrkt,さくらばしひがし,254_01,,
stops,stop_name,ja-Hrkt,まつもといりょうせんたー,255_01,,
stops,stop_name,ja-Hrkt,むらいえき,257_01,,
stops,stop_name,ja-Hrkt,いしかいいりょうせんたーみなみぶんしつ,258_01,,
stops,stop_name,ja-Hrkt,はかりしりょうかん,26_01,,
stops,stop_name,ja-Hrkt,まつもとたんだいきた,263_01,,
stops,stop_name,ja-Hrkt,ごうど,264_01,,
stops,stop_name,ja-Hrkt,きゅうすがのかんいゆうびんきょく,265_01,,
stops,stop_name,ja-Hrkt,すがのしょうがっこうみなみ,266_01,,
stops,stop_name,ja-Hrkt,すがの,267_01,,
stops,stop_name,ja-Hrkt,やまびこどーむ,268_01,,
stops,stop_name,ja-Hrkt,やまびこどーむ,268_02,,
stops,stop_name,ja-Hrkt,ささがしゅっちょうじょみなみ,269_01,,
stops,stop_name,ja-Hrkt,りゅうこうじ,27_01,,
stops,stop_name,ja-Hrkt,しもこまたきた,270_01,,
stops,stop_name,ja-Hrkt,はばした,271_01,,
stops,stop_name,ja-Hrkt,くうこうひがしく,272_01,,
stops,stop_name,ja-Hrkt,くうこうひがしく,272_02,,
stops,stop_name,ja-Hrkt,まつもとくうこういりぐち,273_01,,
stops,stop_name,ja-Hrkt,まつもとくうこういりぐち,273_02,,
stops,stop_name,ja-Hrkt,しんしゅうすかいぱーくたいいくせんたー,274_01,,
stops,stop_name,ja-Hrkt,しんしゅうすかいぱーくたいいくせんたー,274_02,,
stops,stop_name,ja-Hrkt,きたこうちぐち,275_01,,
stops,stop_name,ja-Hrkt,しもいまい,276_01,,
stops,stop_name,ja-Hrkt,しもいまい,276_02,,
stops,stop_name,ja-Hrkt,ふじおかまえ,277_01,,
stops,stop_name,ja-Hrkt,いまいしょうがっこう,278_01,,
stops,stop_name,ja-Hrkt,いまいみちのえき,279_01,,
stops,stop_name,ja-Hrkt,いおりれいすい(びじゅつかんきた),28_01,,
stops,stop_name,ja-Hrkt,いおんたうんやまがた,280_01,,
stops,stop_name,ja-Hrkt,なかおおいけ,281_01,,
stops,stop_name,ja-Hrkt,やまがたしんりょうじょ,282_01,,
stops,stop_name,ja-Hrkt,ろーずがーでん,283_01,,
stops,stop_name,ja-Hrkt,ちびっこひろば,284_01,,
stops,stop_name,ja-Hrkt,はいばらみなみこうみんかん,285_01,,
stops,stop_name,ja-Hrkt,ふたえぼりのまつ,286_01,,
stops,stop_name,ja-Hrkt,ふるやしき,287_01,,
stops,stop_name,ja-Hrkt,はいばらひがしこうみんかん,288_01,,
stops,stop_name,ja-Hrkt,みやのした,289_01,,
stops,stop_name,ja-Hrkt,やくそじんじゃ,29_01,,
stops,stop_name,ja-Hrkt,きたなかじま,290_01,,
stops,stop_name,ja-Hrkt,みなみなかじまこうみんかん,291_01,,
stops,stop_name,ja-Hrkt,おいけこうみんかん,292_01,,
stops,stop_name,ja-Hrkt,たなみねこうみんかん,293_01,,
stops,stop_name,ja-Hrkt,はなむらしょうてんまえ,294_01,,
stops,stop_name,ja-Hrkt,かきのくぼ,295_01,,
stops,stop_name,ja-Hrkt,くみあいまえ,296_01,,
stops,stop_name,ja-Hrkt,なかやまれいえんぐち,297_01,,
stops,stop_name,ja-Hrkt,こうこはくぶつかんまえ,298_01,,
stops,stop_name,ja-Hrkt,なかやましょうがっこうひがし,299_01,,
stops,stop_name,ja-Hrkt,ひのでちょう,30_01,,
stops,stop_name,ja-Hrkt,はこいまるやま,300_01,,
stops,stop_name,ja-Hrkt,なかやまがっこうまえ,301_01,,
stops,stop_name,ja-Hrkt,いずみ,302_01,,
stops,stop_name,ja-Hrkt,なかがわら,303_01,,
stops,stop_name,ja-Hrkt,かみいずみこうぞうかいぜんせんたー,304_01,,
stops,stop_name,ja-Hrkt,たかだみせまえ,305_01,,
stops,stop_name,ja-Hrkt,じぞうまえ,306_01,,
stops,stop_name,ja-Hrkt,ふたやま,307_01,,
stops,stop_name,ja-Hrkt,いずみはし,308_01,,
stops,stop_name,ja-Hrkt,よつやちょう,31_01,,
stops,stop_name,ja-Hrkt,かんだみなみ,310_01,,
stops,stop_name,ja-Hrkt,かんだ,311_01,,
stops,stop_name,ja-Hrkt,さんざいひがし,312_01,,
stops,stop_name,ja-Hrkt,つるやなみやなぎてん,313_01,,
stops,stop_name,ja-Hrkt,ふじでんきまえ,314_01,,
stops,stop_name,ja-Hrkt,つかま,315_01,,
stops,stop_name,ja-Hrkt,まつしょうがくえんぐち,316_01,,
stops,stop_name,ja-Hrkt,いいだまち,317_01,,
stops,stop_name,ja-Hrkt,らーらまつもと,318_01,,
stops,stop_name,ja-Hrkt,ひらせがわにしこうみんかん,319_01,,
stops,stop_name,ja-Hrkt,さんしこうえん,32_01,,
stops,stop_name,ja-Hrkt,はちまんばら,320_01,,
stops,stop_name,ja-Hrkt,たけみやまえ,321_01,,
stops,stop_name,ja-Hrkt,しまうちしゅっちょうじょ,322_01,,
stops,stop_name,ja-Hrkt,わだせいけいげか,323_01,,
stops,stop_name,ja-Hrkt,ひがしかた,324_01,,
stops,stop_name,ja-Hrkt,しまうちえき,325_01,,
stops,stop_name,ja-Hrkt,おんぶんほーる,326_01,,
stops,stop_name,ja-Hrkt,まつしまゆうびんきょく,327_01,,
stops,stop_name,ja-Hrkt,あがたがおかこうこう,33_01,,
stops,stop_name,ja-Hrkt,こみや,330_01,,
stops,stop_name,ja-Hrkt,こみやだんち,331_01,,
stops,stop_name,ja-Hrkt,こみやきょうえいこうみんかん,332_01,,
stops,stop_name,ja-Hrkt,こみやかいかん,333_01,,
stops,stop_name,ja-Hrkt,あがたのもりこうえん,34_01,,
stops,stop_name,ja-Hrkt,かんばやししゅっちょうじょ,343_01,,
stops,stop_name,ja-Hrkt,かんばやしじんじゃまえ,344_01,,
stops,stop_name,ja-Hrkt,しもかんにし,345_01,,
stops,stop_name,ja-Hrkt,きゅうまつもとこうこう,35_01,,
stops,stop_name,ja-Hrkt,しもふたごこうみんかん,350_01,,
stops,stop_name,ja-Hrkt,ふたごにし,351_01,,
stops,stop_name,ja-Hrkt,ふたごだんち,352_01,,
stops,stop_name,ja-Hrkt,しもふたごひがし,353_01,,
stops,stop_name,ja-Hrkt,のみぞにし,354_01,,
stops,stop_name,ja-Hrkt,なかがわびょういん,355_01,,
stops,stop_name,ja-Hrkt,のみぞもっこう,356_01,,
stops,stop_name,ja-Hrkt,のみぞもっこう,356_02,,
stops,stop_name,ja-Hrkt,のみぞもっこうひがし,357_01,,
stops,stop_name,ja-Hrkt,いおんみなみまつもと,358_01,,
stops,stop_name,ja-Hrkt,なんなんひろば,359_01,,
stops,stop_name,ja-Hrkt,しゅうほうがっこうまえ,36_01,,
stops,stop_name,ja-Hrkt,しゅうほうがっこうまえ,36_02,,
stops,stop_name,ja-Hrkt,みなみまつもとえき,360_01,,
stops,stop_name,ja-Hrkt,みなみまつもとえき,360_02,,
stops,stop_name,ja-Hrkt,みなみまつもとほいくえん,361_01,,
stops,stop_name,ja-Hrkt,なんまつにいがわじょうぐち,362_01,,
stops,stop_name,ja-Hrkt,なんまつにいがわじょうぐち,362_02,,
stops,stop_name,ja-Hrkt,まつもとしねまらいつ,363_01,,
stops,stop_name,ja-Hrkt,なかじょう,364_01,,
stops,stop_name,ja-Hrkt,かまだ,365_01,,
stops,stop_name,ja-Hrkt,かまだ,365_02,,
stops,stop_name,ja-Hrkt,りょうしまぐち,366_01,,
stops,stop_name,ja-Hrkt,りょうしま,367_01,,
stops,stop_name,ja-Hrkt,ささべ,368_01,,
stops,stop_name,ja-Hrkt,さつきちょう,369_01,,
stops,stop_name,ja-Hrkt,まつもとしびじゅつかん,37_01,,
stops,stop_name,ja-Hrkt,まつもとしびじゅつかん,37_02,,
stops,stop_name,ja-Hrkt,つきみちょう,370_01,,
stops,stop_name,ja-Hrkt,ささべだんち,371_01,,
stops,stop_name,ja-Hrkt,みなみはら,372_01,,
stops,stop_name,ja-Hrkt,しばうら,373_01,,
stops,stop_name,ja-Hrkt,たかみやこうみんかん,374_01,,
stops,stop_name,ja-Hrkt,ふたば,375_01,,
stops,stop_name,ja-Hrkt,みやたまちひがしこうみんかん,376_01,,
stops,stop_name,ja-Hrkt,やなぎばしみなみ,377_01,,
stops,stop_name,ja-Hrkt,しょうないさんちょうめ,378_01,,
stops,stop_name,ja-Hrkt,うしだて,379_01,,
stops,stop_name,ja-Hrkt,しみんげいじゅつかん,38_01,,
stops,stop_name,ja-Hrkt,しみんげいじゅつかん,38_02,,
stops,stop_name,ja-Hrkt,おおわごう,380_01,,
stops,stop_name,ja-Hrkt,おおわごうひがしむら,381_01,,
stops,stop_name,ja-Hrkt,おおわごうほんむら,382_01,,
stops,stop_name,ja-Hrkt,きゅうなかいりぶんこう,383_01,,
stops,stop_name,ja-Hrkt,おおぼとけ,384_01,,
stops,stop_name,ja-Hrkt,まやどころ,385_01,,
stops,stop_name,ja-Hrkt,きたまやどころ,386_01,,
stops,stop_name,ja-Hrkt,はら,387_01,,
stops,stop_name,ja-Hrkt,ならお,388_01,,
stops,stop_name,ja-Hrkt,ふくしひろばまえ,389_01,,
stops,stop_name,ja-Hrkt,こくぶちょう,39_01,,
stops,stop_name,ja-Hrkt,こくぶちょう,39_02,,
stops,stop_name,ja-Hrkt,とくうんじまえ,390_01,,
stops,stop_name,ja-Hrkt,おおてばし,391_01,,
stops,stop_name,ja-Hrkt,たけのしたこうみんかん,392_01,,
stops,stop_name,ja-Hrkt,つつみいし,393_01,,
stops,stop_name,ja-Hrkt,つつみいし,393_02,,
stops,stop_name,ja-Hrkt,ふなつけばし,394_01,,
stops,stop_name,ja-Hrkt,こうげんいりぐち,395_01,,
stops,stop_name,ja-Hrkt,しゅっちょうじょまえ,396_01,,
stops,stop_name,ja-Hrkt,きりはら,397_01,,
stops,stop_name,ja-Hrkt,いりやまべきょくまえ,398_01,,
stops,stop_name,ja-Hrkt,いりやまべきょくまえ,398_02,,
stops,stop_name,ja-Hrkt,かみがない,399_01,,
stops,stop_name,ja-Hrkt,しみんげいじゅつかんにし,40_01,,
stops,stop_name,ja-Hrkt,さとやまべしゅっちょうじょまえ,400_01,,
stops,stop_name,ja-Hrkt,かないいいん,401_01,,
stops,stop_name,ja-Hrkt,あらまちこうみんかんまえ,402_01,,
stops,stop_name,ja-Hrkt,にしあらまち,403_01,,
stops,stop_name,ja-Hrkt,こばやしないかいいん,404_01,,
stops,stop_name,ja-Hrkt,そうざ,405_01,,
stops,stop_name,ja-Hrkt,そうざ,405_02,,
stops,stop_name,ja-Hrkt,そうざ,405_03,,
stops,stop_name,ja-Hrkt,しらゆりないかじゅんかんきかくりにっく,406_01,,
stops,stop_name,ja-Hrkt,しみずひがしく,407_01,,
stops,stop_name,ja-Hrkt,しみずちゅうがっこうまえ,408_01,,
stops,stop_name,ja-Hrkt,しみずちゅうがっこうまえ,408_02,,
stops,stop_name,ja-Hrkt,ゆがわちょう,409_01,,
stops,stop_name,ja-Hrkt,ゆがわちょう,409_02,,
stops,stop_name,ja-Hrkt,あいざわびょういん,41_01,,
stops,stop_name,ja-Hrkt,さくらばし,410_01,,
stops,stop_name,ja-Hrkt,さくらばし,410_02,,
stops,stop_name,ja-Hrkt,さくらまち,411_01,,
stops,stop_name,ja-Hrkt,さくらまち,411_02,,
stops,stop_name,ja-Hrkt,よしちょう,412_01,,
stops,stop_name,ja-Hrkt,よしちょう,412_02,,
stops,stop_name,ja-Hrkt,おおぼとけこうみんかん,413_01,,
stops,stop_name,ja-Hrkt,こぼとけ,414_01,,
stops,stop_name,ja-Hrkt,いちのかい,415_01,,
stops,stop_name,ja-Hrkt,やまぐち,416_01,,
stops,stop_name,ja-Hrkt,みやはら,417_01,,
stops,stop_name,ja-Hrkt,みやはらじんじゃ,418_01,,
stops,stop_name,ja-Hrkt,ふなつけ,419_01,,
stops,stop_name,ja-Hrkt,さかえちょうこうみんかん,42_01,,
stops,stop_name,ja-Hrkt,みなみがた,420_01,,
stops,stop_name,ja-Hrkt,みなみがたこうみんかんみなみ,421_01,,
stops,stop_name,ja-Hrkt,はしくらわでむら,422_01,,
stops,stop_name,ja-Hrkt,はしくらぐち,423_01,,
stops,stop_name,ja-Hrkt,かわくぼばしみなみ,424_01,,
stops,stop_name,ja-Hrkt,かわくぼばしきた,425_01,,
stops,stop_name,ja-Hrkt,にしきりはらみなみ,426_01,,
stops,stop_name,ja-Hrkt,こまごえ,427_01,,
stops,stop_name,ja-Hrkt,せんじゅ,428_01,,
stops,stop_name,ja-Hrkt,なかむら,429_01,,
stops,stop_name,ja-Hrkt,つかましょうがっこうぐち,43_01,,
stops,stop_name,ja-Hrkt,なかむらどうそじんまえ,430_01,,
stops,stop_name,ja-Hrkt,てらどころ,431_01,,
stops,stop_name,ja-Hrkt,たけのした,432_01,,
stops,stop_name,ja-Hrkt,ひがしきりはらこうみんかんまえ,433_01,,
stops,stop_name,ja-Hrkt,にしきりはらきた,434_01,,
stops,stop_name,ja-Hrkt,しばみやじんじゃ,435_01,,
stops,stop_name,ja-Hrkt,やまべちゅうがっこうまえ,436_01,,
stops,stop_name,ja-Hrkt,じゅうはちくこうみんかん,438_01,,
stops,stop_name,ja-Hrkt,きたはらにしこうえん,439_01,,
stops,stop_name,ja-Hrkt,にしつかま,44_01,,
stops,stop_name,ja-Hrkt,にしつかま,44_02,,
stops,stop_name,ja-Hrkt,かみてりょっかまえ,440_01,,
stops,stop_name,ja-Hrkt,しもはたこうみんかん,441_01,,
stops,stop_name,ja-Hrkt,はちくこうえん,442_01,,
stops,stop_name,ja-Hrkt,にじゅういちくじゅうじろ,443_01,,
stops,stop_name,ja-Hrkt,はたどけんしざいおきば,444_01,,
stops,stop_name,ja-Hrkt,きゅうくこうみんかん,445_01,,
stops,stop_name,ja-Hrkt,じぇいえいなかはた,446_01,,
stops,stop_name,ja-Hrkt,ゆうしょうどうまえ,447_01,,
stops,stop_name,ja-Hrkt,すわしゃ,448_01,,
stops,stop_name,ja-Hrkt,めおとつつみ,449_01,,
stops,stop_name,ja-Hrkt,ゆめひろばしょうない,45_01,,
stops,stop_name,ja-Hrkt,じょうせんじ,450_01,,
stops,stop_name,ja-Hrkt,じゅうにくこうみんかんまえ,451_01,,
stops,stop_name,ja-Hrkt,てんりきょうまえ,452_01,,
stops,stop_name,ja-Hrkt,おいべっさままえ,453_01,,
stops,stop_name,ja-Hrkt,かみはたつめしょまえ,454_01,,
stops,stop_name,ja-Hrkt,はたじんじゃ,455_01,,
stops,stop_name,ja-Hrkt,いなりじんじゃ,456_01,,
stops,stop_name,ja-Hrkt,さんろくしましまかん,457_01,,
stops,stop_name,ja-Hrkt,らいふすくえあこもしょうない,46_01,,
stops,stop_name,ja-Hrkt,ももだんちしゃこまえ,460_01,,
stops,stop_name,ja-Hrkt,ちゅうはばちゅうおう,461_01,,
stops,stop_name,ja-Hrkt,おざわりようてんいりぐち,462_01,,
stops,stop_name,ja-Hrkt,じゅうきゅうくこうみんかん,463_01,,
stops,stop_name,ja-Hrkt,しもばられいえんにし,464_01,,
stops,stop_name,ja-Hrkt,もりぐちみなみ,465_01,,
stops,stop_name,ja-Hrkt,もりぐちせいけいげかまえ,466_01,,
stops,stop_name,ja-Hrkt,さみぞけんじゅう,467_01,,
stops,stop_name,ja-Hrkt,いちくこうみんかん,468_01,,
stops,stop_name,ja-Hrkt,きゅうどうくざかい,469_01,,
stops,stop_name,ja-Hrkt,はろーわーくいりぐち,47_01,,
stops,stop_name,ja-Hrkt,おこめのたいしょうまえ,470_01,,
stops,stop_name,ja-Hrkt,にくこうみんかん,471_01,,
stops,stop_name,ja-Hrkt,しんでんこうみんかんあと,472_01,,
stops,stop_name,ja-Hrkt,おしでつめしょまえ,473_01,,
stops,stop_name,ja-Hrkt,はたししょ,474_01,,
stops,stop_name,ja-Hrkt,ちゅうがっこうまえ,475_01,,
stops,stop_name,ja-Hrkt,とうでんみなみ,476_01,,
stops,stop_name,ja-Hrkt,ふちひがしほいくえんひがし,477_01,,
stops,stop_name,ja-Hrkt,てんじんばら,478_01,,
stops,stop_name,ja-Hrkt,ほけんふくしせんたー,479_01,,
stops,stop_name,ja-Hrkt,すすきがわばしみなみ,48_01,,
stops,stop_name,ja-Hrkt,きろろ,480_01,,
stops,stop_name,ja-Hrkt,はるみやねんりょうまえ,481_01,,
stops,stop_name,ja-Hrkt,なかのいいん,482_01,,
stops,stop_name,ja-Hrkt,がーでんはいつあんどう,483_01,,
