route_id,service_id,trip_id,trip_headsign,direction_id,block_id,trip_short_name,shape_id,jp_trip_desc,jp_pattern_id
10,平日,2平日_05時40分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_06時00分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_06時20分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_06時40分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_07時00分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_07時20分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_07時30分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_07時40分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_08時00分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_08時10分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_08時20分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_08時30分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_08時40分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_09時00分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_09時20分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_09時40分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_10時00分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_10時20分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_10時40分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_11時00分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_11時20分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_11時40分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_12時00分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_12時20分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_12時40分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_13時00分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_13時20分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_13時40分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_14時00分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_14時20分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_14時40分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_15時00分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_15時20分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_15時40分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_16時00分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_16時20分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_16時40分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_17時00分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_17時20分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_17時40分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_18時00分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_18時20分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_18時40分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_19時00分_系統101001,松本バスターミナル,0,,,,,101001
10,平日,2平日_19時20分_系統101001,松本バスターミナル,0,,,,,101001
