stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,platform_code
100_03,,松本バスターミナル,,36.2302400919808,137.966766179357,100_03,,0,3
100_04,,松本バスターミナル,,36.2302087291047,137.966620140526,100_04,,0,4
100_05,,松本バスターミナル,,36.2302439167209,137.966502550818,100_05,,0,5
100_07,,松本バスターミナル,,36.2307493994703,137.965927338588,100_07,,0,降車
100_08,,松本バスターミナル,,36.2306325680508,137.965966582175,100_08,,0,降車
101_01,,本町,,36.232112,137.969223,101_01,,0,
101_02,,本町,,36.233417,137.96938,101_02,,0,
102_01,,大名町,,36.2360569,137.9697619,102_01,,0,
102_02,,大名町,,36.235814,137.969821,102_02,,0,
103_01,,蟻ヶ崎高校前,,36.240665,137.965003,103_01,,0,
103_02,,蟻ヶ崎高校前,,36.24149,137.965065,103_02,,0,
104_01,,正麟寺口,,36.242051,137.962457,104_01,,0,
105_01,,宮渕東,,36.242753,137.960457,105_01,,0,
106_01,,丸の内中学校前,,36.243558,137.958153,106_01,,0,
107_01,,開松,,36.245697,137.957382,107_01,,0,
108_01,,放光寺,,36.247004,137.957268,108_01,,0,
109_01,,種畜場口,,36.254369,137.958232,109_01,,0,
109_02,,種畜場口,,36.254518,137.958213,109_02,,0,
110_01,,城山老健施設前,,36.252555,137.956428,110_01,,0,
111_01,,アルプス公園,,36.257944,137.95482,111_01,,0,
112_01,,蟻ヶ崎台,,36.251419,137.960169,112_01,,0,
113_02,,蟻ヶ崎五丁目,,36.249891,137.96193,113_02,,0,
114_01,,北蟻ヶ崎,,36.249497,137.964405,114_01,,0,
114_02,,北蟻ヶ崎,,36.249694,137.964521,114_02,,0,
115_01,,深志ヶ丘,,36.246186,137.964705,115_01,,0,
115_02,,深志ヶ丘,,36.246144,137.964841,115_02,,0,
116_01,,城山公園口,,36.243876,137.964842,116_01,,0,
116_02,,城山公園口,,36.244936,137.9649,116_02,,0,
117_02,,鷹匠町,,36.239644,137.968091,117_02,,0,
118_01,,国府町,,36.231196,137.968349,118_01,,0,
118_02,,国府町,　,36.231057,137.968281,118_02,,0,
119_01,,松本駅お城口,,36.230875530223,137.965071307422,119_01,,0,21
119_02,,松本駅お城口,,36.2307992639128,137.965112211108,119_02,,0,22
119_03,,松本駅お城口,,36.2307105016345,137.965365419559,119_03,,0,23
119_04,,松本駅お城口,,36.2308891854049,137.965534554041,119_04,,0,降車
120_01,,バスターミナル北,,36.231182,137.966691,120_01,,0,
120_02,,バスターミナル北,,36.231022,137.966685,120_02,,0,
121_01,,秀峰学校前,,36.230523,137.979098,121_01,,0,
121_02,,秀峰学校前,,36.230457,137.978992,121_02,,0,
121_03,,秀峰学校前,,36.2317799213467,137.979283847212,121_03,,0,
121_04,,秀峰学校前,,36.232355,137.979664,121_04,,0,
121_05,,秀峰学校前,,36.23127,137.980683,121_05,,0,
121_06,,秀峰学校前,,36.2311813673939,137.979793092438,121_06,,0,
122_01,,松本市美術館,,36.231284,137.977246,122_01,,0,
122_02,,松本市美術館,,36.231128,137.976219,122_02,,0,
123_01,,市民芸術館,,36.231252,137.974119,123_01,,0,
123_02,,市民芸術館,,36.231109,137.974531,123_02,,0,
124_01,,筑摩小学校口,,36.223537,137.979741,124_01,,0,
124_02,,筑摩小学校口,,36.223663,137.979643,124_02,,0,
125_01,,西筑摩,,36.220972,137.979811,125_01,,0,
125_02,,西筑摩,,36.22103,137.979715,125_02,,0,
126_02,,本町五丁目,,36.229308,137.969312,126_02,,0,
127_01,,上土町,,36.23653,137.972704,127_01,,0,
128_01,,大手大通り,,36.235466,137.964947,128_01,,0,
128_02,,大手大通り,,36.236845,137.965261,128_02,,0,
129_01,,飯田町,,36.231232,137.970898,129_01,,0,
130_01,,清水,,36.23507,137.979887,130_01,,0,
130_02,,清水,,36.235002,137.979994,130_02,,0,
130_03,,清水,,36.235551,137.981543,130_03,,0,
131_01,,桜橋,,36.238954,137.980141,131_01,,0,
131_02,,桜橋,,36.237479,137.980013,131_02,,0,
131_03,,桜橋,,36.23809,137.980611,131_03,,0,
131_04,,桜橋,,36.238129,137.979685,131_04,,0,
132_01,,元町,,36.24108,137.980524,132_01,,0,
132_02,,元町,,36.239863,137.980455,132_02,,0,
132_03,,元町,,36.2410471734927,137.981789089336,132_03,,0,
133_01,,横田,,36.243,137.981353,133_01,,0,
133_02,,横田,,36.242825,137.981376,133_02,,0,
133_03,,横田,,36.2429495078652,137.981707949854,133_03,,0,
134_01,,北元町,,36.245828,137.981849,134_01,,0,
134_02,,北元町,,36.245259,137.981882,134_02,,0,
135_01,,自動車学校前,,36.247289,137.982051,135_01,,0,
135_02,,自動車学校前,,36.247062,137.982146,135_02,,0,
136_01,,南浅間,,36.251739,137.982834,136_01,,0,
136_02,,南浅間,,36.251789,137.982952,136_02,,0,
137_01,,南浅間公民館前,,36.254288,137.983466,137_01,,0,
137_02,,南浅間公民館前,,36.25385,137.983461,137_02,,0,
138_01,,松本第一高校,,36.257395,137.984222,138_01,,0,
138_02,,松本第一高校,,36.256437,137.984115,138_02,,0,
139_01,,浅間温泉入口,,36.260239,137.984934,139_01,,0,
139_02,,浅間温泉入口,,36.258767,137.984703,139_02,,0,
139_03,,浅間温泉入口,,36.259081,137.984153,139_03,,0,
140_01,,水汲,,36.258865,137.981698,140_01,,0,
140_02,,水汲,,36.258791,137.981895,140_02,,0,
141_01,,追分,,36.254717,137.976088,141_01,,0,1
141_02,,追分,,36.254172,137.976443,141_02,,0,2
141_03,,追分,,36.255175,137.975268,141_03,,0,3
141_04,,追分,,36.255093,137.975403,141_04,,0,4
141_05,,追分,,36.255657,137.976991,141_05,,0,5
142_01,,大学西門,,36.25229,137.976911,142_01,,0,
142_02,,大学西門,,36.252061,137.977128,142_02,,0,
143_01,,信州大学前,,36.250304,137.97676,143_01,,0,
143_02,,信州大学前,,36.250083,137.976937,143_02,,0,
144_01,,元原町,,36.247906,137.975404,144_01,,0,
144_02,,元原町,,36.247886,137.975205,144_02,,0,
145_01,,萩町,,36.246469,137.974176,145_01,,0,
145_02,,萩町,,36.246169,137.97419,145_02,,0,
146_01,,安原町,,36.244637,137.973744,146_01,,0,
146_02,,安原町,,36.244193,137.973745,146_02,,0,
147_01,,新町,,36.240988,137.973645,147_01,,0,
147_02,,新町,,36.240676,137.973738,147_02,,0,
148_02,,片端,,36.237403,137.972986,148_02,,0,
149_01,,白金町,,36.253631,137.970702,149_01,,0,
149_02,,白金町,,36.25355,137.970702,149_02,,0,
150_01,,中原町,,36.254477,137.973366,150_01,,0,
150_02,,中原町,,36.254396,137.973397,150_02,,0,
151_01,,松岡口,,36.258855,137.975255,151_01,,0,
151_02,,松岡口,,36.25879,137.975313,151_02,,0,
152_01,,松岡,,36.261706,137.976349,152_01,,0,
152_02,,松岡,,36.261572,137.976395,152_02,,0,
153_02,,岡田東区,,36.266191,137.976861,153_02,,0,
154_01,,岡田出張所前,,36.267392,137.979007,154_01,,0,
154_02,,岡田出張所前,,36.267353,137.979084,154_02,,0,
155_01,,仲町,,36.272007,137.979653,155_01,,0,
155_02,,仲町,,36.272005,137.979725,155_02,,0,
156_01,,岡田町,,36.274001,137.979994,156_01,,0,
156_02,,岡田町,,36.273996,137.980086,156_02,,0,
157_01,,山城口,,36.276517208587,137.981565940859,157_01,,0,
157_02,,山城口,,36.277469,137.981992,157_02,,0,
158_01,,中条,,36.225789,137.964777,158_01,,0,
158_02,,中条,,36.225981,137.964637,158_02,,0,
159_01,,鎌田,,36.223753,137.958815,159_01,,0,
159_02,,鎌田,,36.223831,137.958795,159_02,,0,
159_03,,鎌田,,36.222384,137.959992,159_03,,0,
159_04,,鎌田,,36.22217,137.960184,159_04,,0,
160_01,,征矢野口,,36.219359,137.960444,160_01,,0,
160_02,,征矢野口,,36.21898,137.96031,160_02,,0,
161_01,,高宮,,36.214446,137.960467,161_01,,0,
161_02,,高宮,,36.214188,137.960334,161_02,,0,
162_01,,高宮南,,36.210248,137.958067,162_01,,0,
162_02,,高宮南,,36.210311,137.95795,162_02,,0,
163_01,,石芝町,,36.205595,137.953586,163_01,,0,
163_02,,石芝町,,36.20557,137.953392,163_02,,0,
164_01,,野溝口,,36.203329,137.951283,164_01,,0,
164_02,,野溝口,,36.203314,137.951095,164_02,,0,
165_01,,二子橋,,36.199519,137.944919,165_01,,0,
165_02,,二子橋,,36.199505,137.944592,165_02,,0,
166_01,,下二子,,36.197687,137.940433,166_01,,0,
166_02,,下二子,,36.197748,137.940364,166_02,,0,
167_01,,神林高速バス停前,,36.193617,137.937744,167_01,,0,
167_02,,神林高速バス停前,,36.193679,137.937603,167_02,,0,
168_01,,町神東,,36.191,137.935745,168_01,,0,
168_02,,町神東,,36.191077,137.935716,168_02,,0,
169_01,,神林,,36.187717,137.933071,169_01,,0,
169_02,,神林,,36.187732,137.932985,169_02,,0,
170_01,,上二子口,,36.180906,137.932504,170_01,,0,
170_02,,上二子口,,36.180779,137.932331,170_02,,0,
171_01,,菅野中学校前,,36.177474,137.932294,171_01,,0,
171_02,,菅野中学校前,,36.177878,137.93217,171_02,,0,
172_01,,松本短大口,,36.175373,137.932588,172_01,,0,
172_02,,松本短大口,,36.175752,137.932446,172_02,,0,
173_01,,やまびこドーム前,,36.17127,137.931732,173_01,,0,
173_02,,やまびこドーム前,,36.171072,137.931633,173_02,,0,
174_01,,小俣,,36.166363,137.931946,174_01,,0,
174_02,,小俣,,36.166358,137.93186,174_02,,0,
175_01,,空港東区,,36.164275,137.931139,175_01,,0,
175_02,,空港東区,,36.164469,137.931106,175_02,,0,
176_01,,信州まつもと空港,,36.16455,137.926725,176_01,,0,
177_01,,松本空港入口,,36.16326,137.927419,177_01,,0,
177_02,,松本空港入口,,36.163353,137.927674,177_02,,0,
178_01,,信州スカイパーク体育センター,,36.162684,137.918231,178_01,,0,
178_02,,信州スカイパーク体育センター,,36.162783,137.918221,178_02,,0,
179_01,,北耕地口,,36.161739,137.913873,179_01,,0,
179_02,,北耕地口,,36.161759,137.913802,179_02,,0,
180_01,,下今井,,36.159176,137.911198,180_01,,0,
180_02,,下今井,,36.159214,137.911149,180_02,,0,
188_01,,洞,,36.279958,137.982376,188_01,,0,
188_02,,洞,,36.279931,137.982447,188_02,,0,
189_01,,山城,,36.281665,137.983412,189_01,,0,
189_02,,山城,,36.281636,137.983521,189_02,,0,
190_01,,伊深,,36.284793,137.985535,190_01,,0,
190_02,,伊深,,36.284711,137.985631,190_02,,0,
191_01,,組合下,,36.289399,137.994149,191_01,,0,
191_02,,組合下,,36.289337,137.994191,191_02,,0,
192_01,,峠口,,36.290255,137.997316,192_01,,0,
192_02,,峠口,,36.290138,137.997945,192_02,,0,
193_01,,稲倉,,36.290519,138.001687,193_01,,0,
193_02,,稲倉,,36.290028,138.000897,193_02,,0,
194_01,,小日向,,36.284694,138.010016,194_01,,0,
194_02,,小日向,,36.284896,138.009098,194_02,,0,
195_01,,小日向橋,,36.283426,138.011226,195_01,,0,
195_02,,小日向橋,,36.283162,138.011154,195_02,,0,
196_01,,両島口,,36.223766,137.955304,196_01,,0,
196_02,,両島口,,36.223881,137.955209,196_02,,0,
197_01,,両島,,36.220973,137.951582,197_01,,0,
197_02,,両島,,36.221032,137.951519,197_02,,0,
198_01,,笹部,,36.21615,137.950789,198_01,,0,
198_02,,笹部,,36.216223,137.950753,198_02,,0,
199_01,,五月町,,36.216034,137.948562,199_01,,0,
199_02,,五月町,,36.216112,137.948583,199_02,,0,
200_01,,月見町,,36.215916,137.946273,200_01,,0,
200_02,,月見町,,36.216007,137.946632,200_02,,0,
201_01,,笹部団地,,36.213755,137.946307,201_01,,0,
202_01,,北栗東,,36.216435,137.940944,202_01,,0,
202_02,,北栗東,,36.216529,137.940936,202_02,,0,
203_01,,北栗南,,36.216525,137.937414,203_01,,0,
203_02,,北栗南,,36.216595,137.937077,203_02,,0,
204_01,,南栗口,,36.21496,137.931818,204_01,,0,
204_02,,南栗口,,36.215002,137.931717,204_02,,0,
205_01,,擬宝珠,,36.21291,137.927798,205_01,,0,
205_02,,擬宝珠,,36.212951,137.927727,205_02,,0,
206_01,,下和田,,36.207387,137.923004,206_01,,0,
206_02,,下和田,,36.20745,137.922953,206_02,,0,
207_01,,和田町郵便局,,36.204858,137.919771,207_01,,0,
207_02,,和田町郵便局,,36.204903,137.919689,207_02,,0,
208_01,,和田,,36.201435,137.91589,208_01,,0,
208_02,,和田,,36.201506,137.91589,208_02,,0,
