fare_id,route_id,origin_id,destination_id
170,19,170_01,172_01
170,19,170_01,173_01
170,19,170_01,174_01
170,19,170_01,175_01
170,19,170_02,169_02
170,19,171_01,172_01
170,19,171_01,173_01
170,19,171_01,174_01
170,19,171_01,175_01
170,19,171_02,169_02
170,19,171_02,170_02
170,19,172_01,173_01
170,19,172_01,174_01
170,19,172_01,175_01
170,19,172_02,169_02
170,19,172_02,170_02
170,19,172_02,171_02
170,19,173_01,174_01
170,19,173_01,175_01
170,19,173_02,170_02
170,19,173_02,171_02
170,19,173_02,172_02
170,19,174_01,175_01
170,19,174_01,176_01
170,19,174_01,177_01
170,19,174_01,178_01
170,19,174_01,179_01
170,19,174_02,170_02
170,19,174_02,171_02
170,19,174_02,172_02
170,19,174_02,173_02
170,19,175_01,176_01
170,19,175_01,177_01
170,19,175_01,178_01
170,19,175_01,179_01
170,19,175_02,170_02
170,19,175_02,171_02
170,19,175_02,172_02
170,19,175_02,173_02
170,19,175_02,174_02
170,19,176_01,174_02
170,19,176_01,175_02
170,19,176_01,177_01
170,19,176_01,178_01
170,19,176_01,179_01
170,19,176_01,180_01
170,19,177_01,178_01
170,19,177_01,179_01
170,19,177_01,180_01
170,19,177_02,174_02
170,19,177_02,175_02
170,19,177_02,176_01
170,19,178_01,179_01
170,19,178_01,180_01
170,19,178_02,174_02
170,19,178_02,175_02
170,19,178_02,176_01
170,19,178_02,177_02
170,19,179_01,180_01
170,19,179_02,174_02
170,19,179_02,175_02
170,19,179_02,176_01
170,19,179_02,177_02
170,19,179_02,178_02
170,19,180_02,176_01
170,19,180_02,177_02
170,19,180_02,178_02
170,19,180_02,179_02
170,20,162_01,163_01
170,20,162_01,308_01
170,20,163_01,164_01
170,20,163_01,165_01
170,20,163_01,166_01
170,20,163_02,162_02
170,20,164_01,165_01
170,20,164_01,166_01
170,20,164_02,163_02
170,20,165_01,166_01
170,20,165_01,167_01
170,20,165_02,163_02
170,20,165_02,164_02
170,20,166_01,167_01
170,20,166_02,163_02
170,20,166_02,164_02
170,20,166_02,165_02
170,20,167_01,381_01
170,20,167_01,382_01
170,20,167_01,383_01
170,20,167_02,165_02
170,20,167_02,166_02
170,20,308_01,309_01
170,20,308_02,162_02
170,20,309_01,310_01
170,20,309_02,308_02
170,20,310_01,309_02
170,20,310_01,381_01
170,20,310_01,382_01
170,20,310_01,383_01
170,20,381_01,167_02
170,20,381_01,310_01
170,20,381_01,382_01
170,20,381_01,383_01
170,20,382_01,383_01
170,20,382_02,167_02
170,20,382_02,310_01
170,20,382_02,381_01
170,20,383_01,167_02
170,20,383_01,310_01
170,20,383_01,381_01
170,20,383_01,382_02
