trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type
1全日_07時20分_系統251001,07:20:00,07:20:00,100_04,1,秀峰学校経由並柳団地,0,1
1全日_07時20分_系統251001,07:22:00,07:22:00,129_01,2,秀峰学校経由並柳団地,0,0
1全日_07時20分_系統251001,07:23:00,07:23:00,123_01,3,秀峰学校経由並柳団地,0,0
1全日_07時20分_系統251001,07:24:00,07:24:00,122_01,4,秀峰学校経由並柳団地,0,0
1全日_07時20分_系統251001,07:25:00,07:25:00,121_01,5,並柳団地,0,0
1全日_07時20分_系統251001,07:26:00,07:26:00,334_01,6,並柳団地,0,0
1全日_07時20分_系統251001,07:27:00,07:27:00,124_01,7,並柳団地,0,0
1全日_07時20分_系統251001,07:28:00,07:28:00,125_01,8,並柳団地,0,0
1全日_07時20分_系統251001,07:29:00,07:29:00,335_01,9,並柳団地,0,0
1全日_07時20分_系統251001,07:30:00,07:30:00,336_01,10,並柳団地,0,0
1全日_07時20分_系統251001,07:31:00,07:31:00,337_01,11,並柳団地,0,0
1全日_07時20分_系統251001,07:32:00,07:32:00,338_01,12,並柳団地,0,0
1全日_07時20分_系統251001,07:33:00,07:33:00,339_01,13,並柳団地,0,0
1全日_07時20分_系統251001,07:34:00,07:34:00,340_01,14,並柳団地,0,0
1全日_07時20分_系統251001,07:38:00,07:38:00,341_01,15,並柳団地,1,0
1全日_07時40分_系統252001,07:40:00,07:40:00,341_01,1,秀峰学校経由松本バスターミナル,0,1
1全日_07時40分_系統252001,07:41:00,07:41:00,339_02,2,秀峰学校経由松本バスターミナル,0,0
1全日_07時40分_系統252001,07:42:00,07:42:00,338_02,3,秀峰学校経由松本バスターミナル,0,0
1全日_07時40分_系統252001,07:43:00,07:43:00,337_02,4,秀峰学校経由松本バスターミナル,0,0
1全日_07時40分_系統252001,07:44:00,07:44:00,336_02,5,秀峰学校経由松本バスターミナル,0,0
1全日_07時40分_系統252001,07:45:00,07:45:00,335_02,6,秀峰学校経由松本バスターミナル,0,0
1全日_07時40分_系統252001,07:46:00,07:46:00,125_02,7,秀峰学校経由松本バスターミナル,0,0
1全日_07時40分_系統252001,07:47:00,07:47:00,124_02,8,秀峰学校経由松本バスターミナル,0,0
1全日_07時40分_系統252001,07:48:00,07:48:00,334_02,9,秀峰学校経由松本バスターミナル,0,0
1全日_07時40分_系統252001,07:49:00,07:49:00,121_02,10,松本バスターミナル,0,0
1全日_07時40分_系統252001,07:50:00,07:50:00,122_02,11,松本バスターミナル,0,0
1全日_07時40分_系統252001,07:50:00,07:50:00,123_02,12,松本バスターミナル,0,0
1全日_07時40分_系統252001,07:52:00,07:52:00,118_02,13,松本バスターミナル,0,0
1全日_07時40分_系統252001,08:00:00,08:00:00,100_07,14,松本バスターミナル,1,0
1全日_09時20分_系統251002,09:20:00,09:20:00,100_04,1,相澤病院経由並柳団地,0,1
1全日_09時20分_系統251002,09:21:00,09:21:00,118_01,2,相澤病院経由並柳団地,0,0
1全日_09時20分_系統251002,09:23:00,09:23:00,369_01,3,相澤病院経由並柳団地,0,0
1全日_09時20分_系統251002,09:25:00,09:25:00,370_01,4,並柳団地,0,0
1全日_09時20分_系統251002,09:26:00,09:26:00,371_01,5,並柳団地,0,0
1全日_09時20分_系統251002,09:26:00,09:26:00,372_01,6,並柳団地,0,0
1全日_09時20分_系統251002,09:28:00,09:28:00,373_01,7,並柳団地,0,0
1全日_09時20分_系統251002,09:29:00,09:29:00,374_01,8,並柳団地,0,0
1全日_09時20分_系統251002,09:30:00,09:30:00,375_01,9,並柳団地,0,0
1全日_09時20分_系統251002,09:34:00,09:34:00,336_01,10,並柳団地,0,0
1全日_09時20分_系統251002,09:35:00,09:35:00,337_01,11,並柳団地,0,0
1全日_09時20分_系統251002,09:36:00,09:36:00,338_01,12,並柳団地,0,0
1全日_09時20分_系統251002,09:37:00,09:37:00,339_01,13,並柳団地,0,0
1全日_09時20分_系統251002,09:38:00,09:38:00,340_01,14,並柳団地,0,0
1全日_09時20分_系統251002,09:42:00,09:42:00,341_01,15,並柳団地,1,0
1全日_09時47分_系統252002,09:47:00,09:47:00,341_01,1,相澤病院経由松本バスターミナル,0,1
1全日_09時47分_系統252002,09:48:00,09:48:00,339_02,2,相澤病院経由松本バスターミナル,0,0
1全日_09時47分_系統252002,09:49:00,09:49:00,338_02,3,相澤病院経由松本バスターミナル,0,0
1全日_09時47分_系統252002,09:50:00,09:50:00,337_02,4,相澤病院経由松本バスターミナル,0,0
1全日_09時47分_系統252002,09:51:00,09:51:00,336_02,5,相澤病院経由松本バスターミナル,0,0
1全日_09時47分_系統252002,09:52:00,09:52:00,375_01,6,相澤病院経由松本バスターミナル,0,0
1全日_09時47分_系統252002,09:53:00,09:53:00,374_02,7,相澤病院経由松本バスターミナル,0,0
1全日_09時47分_系統252002,09:54:00,09:54:00,373_02,8,相澤病院経由松本バスターミナル,0,0
1全日_09時47分_系統252002,09:55:00,09:55:00,372_01,9,相澤病院経由松本バスターミナル,0,0
1全日_09時47分_系統252002,09:55:00,09:55:00,371_01,10,相澤病院経由松本バスターミナル,0,0
1全日_09時47分_系統252002,09:58:00,09:58:00,370_01,11,松本バスターミナル,0,0
1全日_09時47分_系統252002,09:59:00,09:59:00,376_01,12,松本バスターミナル,0,0
1全日_09時47分_系統252002,10:00:00,10:00:00,126_02,13,松本バスターミナル,0,0
1全日_09時47分_系統252002,10:03:00,10:03:00,118_02,14,松本バスターミナル,0,0
1全日_09時47分_系統252002,10:08:00,10:08:00,100_07,15,松本バスターミナル,1,0
1全日_11時20分_系統251002,11:20:00,11:20:00,100_04,1,相澤病院経由並柳団地,0,1
1全日_11時20分_系統251002,11:21:00,11:21:00,118_01,2,相澤病院経由並柳団地,0,0
1全日_11時20分_系統251002,11:23:00,11:23:00,369_01,3,相澤病院経由並柳団地,0,0
1全日_11時20分_系統251002,11:25:00,11:25:00,370_01,4,並柳団地,0,0
1全日_11時20分_系統251002,11:26:00,11:26:00,371_01,5,並柳団地,0,0
1全日_11時20分_系統251002,11:26:00,11:26:00,372_01,6,並柳団地,0,0
1全日_11時20分_系統251002,11:28:00,11:28:00,373_01,7,並柳団地,0,0
1全日_11時20分_系統251002,11:29:00,11:29:00,374_01,8,並柳団地,0,0
1全日_11時20分_系統251002,11:30:00,11:30:00,375_01,9,並柳団地,0,0
1全日_11時20分_系統251002,11:34:00,11:34:00,336_01,10,並柳団地,0,0
1全日_11時20分_系統251002,11:35:00,11:35:00,337_01,11,並柳団地,0,0
1全日_11時20分_系統251002,11:36:00,11:36:00,338_01,12,並柳団地,0,0
1全日_11時20分_系統251002,11:37:00,11:37:00,339_01,13,並柳団地,0,0
1全日_11時20分_系統251002,11:38:00,11:38:00,340_01,14,並柳団地,0,0
1全日_11時20分_系統251002,11:42:00,11:42:00,341_01,15,並柳団地,1,0
1全日_11時47分_系統252002,11:47:00,11:47:00,341_01,1,相澤病院経由松本バスターミナル,0,1
1全日_11時47分_系統252002,11:48:00,11:48:00,339_02,2,相澤病院経由松本バスターミナル,0,0
1全日_11時47分_系統252002,11:49:00,11:49:00,338_02,3,相澤病院経由松本バスターミナル,0,0
1全日_11時47分_系統252002,11:50:00,11:50:00,337_02,4,相澤病院経由松本バスターミナル,0,0
1全日_11時47分_系統252002,11:51:00,11:51:00,336_02,5,相澤病院経由松本バスターミナル,0,0
1全日_11時47分_系統252002,11:52:00,11:52:00,375_01,6,相澤病院経由松本バスターミナル,0,0
1全日_11時47分_系統252002,11:53:00,11:53:00,374_02,7,相澤病院経由松本バスターミナル,0,0
1全日_11時47分_系統252002,11:54:00,11:54:00,373_02,8,相澤病院経由松本バスターミナル,0,0
1全日_11時47分_系統252002,11:55:00,11:55:00,372_01,9,相澤病院経由松本バスターミナル,0,0
1全日_11時47分_系統252002,11:55:00,11:55:00,371_01,10,相澤病院経由松本バスターミナル,0,0
1全日_11時47分_系統252002,11:58:00,11:58:00,370_01,11,松本バスターミナル,0,0
1全日_11時47分_系統252002,11:59:00,11:59:00,376_01,12,松本バスターミナル,0,0
1全日_11時47分_系統252002,12:00:00,12:00:00,126_02,13,松本バスターミナル,0,0
1全日_11時47分_系統252002,12:03:00,12:03:00,118_02,14,松本バスターミナル,0,0
1全日_11時47分_系統252002,12:08:00,12:08:00,100_07,15,松本バスターミナル,1,0
1全日_14時20分_系統251002,14:20:00,14:20:00,100_04,1,相澤病院経由並柳団地,0,1
1全日_14時20分_系統251002,14:21:00,14:21:00,118_01,2,相澤病院経由並柳団地,0,0
1全日_14時20分_系統251002,14:23:00,14:23:00,369_01,3,相澤病院経由並柳団地,0,0
1全日_14時20分_系統251002,14:25:00,14:25:00,370_01,4,並柳団地,0,0
1全日_14時20分_系統251002,14:26:00,14:26:00,371_01,5,並柳団地,0,0
1全日_14時20分_系統251002,14:26:00,14:26:00,372_01,6,並柳団地,0,0
1全日_14時20分_系統251002,14:28:00,14:28:00,373_01,7,並柳団地,0,0
1全日_14時20分_系統251002,14:29:00,14:29:00,374_01,8,並柳団地,0,0
1全日_14時20分_系統251002,14:30:00,14:30:00,375_01,9,並柳団地,0,0
1全日_14時20分_系統251002,14:34:00,14:34:00,336_01,10,並柳団地,0,0
1全日_14時20分_系統251002,14:35:00,14:35:00,337_01,11,並柳団地,0,0
1全日_14時20分_系統251002,14:36:00,14:36:00,338_01,12,並柳団地,0,0
1全日_14時20分_系統251002,14:37:00,14:37:00,339_01,13,並柳団地,0,0
1全日_14時20分_系統251002,14:38:00,14:38:00,340_01,14,並柳団地,0,0
1全日_14時20分_系統251002,14:42:00,14:42:00,341_01,15,並柳団地,1,0
1全日_14時47分_系統252002,14:47:00,14:47:00,341_01,1,相澤病院経由松本バスターミナル,0,1
1全日_14時47分_系統252002,14:48:00,14:48:00,339_02,2,相澤病院経由松本バスターミナル,0,0
1全日_14時47分_系統252002,14:49:00,14:49:00,338_02,3,相澤病院経由松本バスターミナル,0,0
1全日_14時47分_系統252002,14:50:00,14:50:00,337_02,4,相澤病院経由松本バスターミナル,0,0
1全日_14時47分_系統252002,14:51:00,14:51:00,336_02,5,相澤病院経由松本バスターミナル,0,0
1全日_14時47分_系統252002,14:52:00,14:52:00,375_01,6,相澤病院経由松本バスターミナル,0,0
1全日_14時47分_系統252002,14:53:00,14:53:00,374_02,7,相澤病院経由松本バスターミナル,0,0
1全日_14時47分_系統252002,14:54:00,14:54:00,373_02,8,相澤病院経由松本バスターミナル,0,0
1全日_14時47分_系統252002,14:55:00,14:55:00,372_01,9,相澤病院経由松本バスターミナル,0,0
1全日_14時47分_系統252002,14:55:00,14:55:00,371_01,10,相澤病院経由松本バスターミナル,0,0
1全日_14時47分_系統252002,14:58:00,14:58:00,370_01,11,松本バスターミナル,0,0
1全日_14時47分_系統252002,14:59:00,14:59:00,376_01,12,松本バスターミナル,0,0
1全日_14時47分_系統252002,15:00:00,15:00:00,126_02,13,松本バスターミナル,0,0
1全日_14時47分_系統252002,15:03:00,15:03:00,118_02,14,松本バスターミナル,0,0
1全日_14時47分_系統252002,15:08:00,15:08:00,100_07,15,松本バスターミナル,1,0
1全日_16時05分_系統251001,16:05:00,16:05:00,100_04,1,秀峰学校経由並柳団地,0,1
1全日_16時05分_系統251001,16:07:00,16:07:00,129_01,2,秀峰学校経由並柳団地,0,0
1全日_16時05分_系統251001,16:08:00,16:08:00,123_01,3,秀峰学校経由並柳団地,0,0
1全日_16時05分_系統251001,16:09:00,16:09:00,122_01,4,秀峰学校経由並柳団地,0,0
1全日_16時05分_系統251001,16:10:00,16:10:00,121_01,5,並柳団地,0,0
1全日_16時05分_系統251001,16:11:00,16:11:00,334_01,6,並柳団地,0,0
1全日_16時05分_系統251001,16:12:00,16:12:00,124_01,7,並柳団地,0,0
1全日_16時05分_系統251001,16:13:00,16:13:00,125_01,8,並柳団地,0,0
1全日_16時05分_系統251001,16:14:00,16:14:00,335_01,9,並柳団地,0,0
1全日_16時05分_系統251001,16:15:00,16:15:00,336_01,10,並柳団地,0,0
1全日_16時05分_系統251001,16:16:00,16:16:00,337_01,11,並柳団地,0,0
1全日_16時05分_系統251001,16:17:00,16:17:00,338_01,12,並柳団地,0,0
1全日_16時05分_系統251001,16:18:00,16:18:00,339_01,13,並柳団地,0,0
1全日_16時05分_系統251001,16:19:00,16:19:00,340_01,14,並柳団地,0,0
1全日_16時05分_系統251001,16:23:00,16:23:00,341_01,15,並柳団地,1,0
1全日_16時33分_系統252001,16:33:00,16:33:00,341_01,1,秀峰学校経由松本バスターミナル,0,1
1全日_16時33分_系統252001,16:34:00,16:34:00,339_02,2,秀峰学校経由松本バスターミナル,0,0
1全日_16時33分_系統252001,16:35:00,16:35:00,338_02,3,秀峰学校経由松本バスターミナル,0,0
1全日_16時33分_系統252001,16:36:00,16:36:00,337_02,4,秀峰学校経由松本バスターミナル,0,0
1全日_16時33分_系統252001,16:37:00,16:37:00,336_02,5,秀峰学校経由松本バスターミナル,0,0
1全日_16時33分_系統252001,16:38:00,16:38:00,335_02,6,秀峰学校経由松本バスターミナル,0,0
1全日_16時33分_系統252001,16:39:00,16:39:00,125_02,7,秀峰学校経由松本バスターミナル,0,0
1全日_16時33分_系統252001,16:40:00,16:40:00,124_02,8,秀峰学校経由松本バスターミナル,0,0
1全日_16時33分_系統252001,16:41:00,16:41:00,334_02,9,秀峰学校経由松本バスターミナル,0,0
1全日_16時33分_系統252001,16:42:00,16:42:00,121_02,10,松本バスターミナル,0,0
1全日_16時33分_系統252001,16:43:00,16:43:00,122_02,11,松本バスターミナル,0,0
1全日_16時33分_系統252001,16:43:00,16:43:00,123_02,12,松本バスターミナル,0,0
1全日_16時33分_系統252001,16:45:00,16:45:00,118_02,13,松本バスターミナル,0,0
1全日_16時33分_系統252001,16:53:00,16:53:00,100_07,14,松本バスターミナル,1,0
1全日_18時55分_系統251001,18:55:00,18:55:00,100_04,1,秀峰学校経由並柳団地,0,1
1全日_18時55分_系統251001,18:57:00,18:57:00,129_01,2,秀峰学校経由並柳団地,0,0
1全日_18時55分_系統251001,18:58:00,18:58:00,123_01,3,秀峰学校経由並柳団地,0,0
1全日_18時55分_系統251001,18:59:00,18:59:00,122_01,4,秀峰学校経由並柳団地,0,0
1全日_18時55分_系統251001,19:00:00,19:00:00,121_01,5,並柳団地,0,0
1全日_18時55分_系統251001,19:01:00,19:01:00,334_01,6,並柳団地,0,0
1全日_18時55分_系統251001,19:02:00,19:02:00,124_01,7,並柳団地,0,0
1全日_18時55分_系統251001,19:03:00,19:03:00,125_01,8,並柳団地,0,0
1全日_18時55分_系統251001,19:04:00,19:04:00,335_01,9,並柳団地,0,0
1全日_18時55分_系統251001,19:05:00,19:05:00,336_01,10,並柳団地,0,0
1全日_18時55分_系統251001,19:06:00,19:06:00,337_01,11,並柳団地,0,0
1全日_18時55分_系統251001,19:07:00,19:07:00,338_01,12,並柳団地,0,0
1全日_18時55分_系統251001,19:08:00,19:08:00,339_01,13,並柳団地,0,0
1全日_18時55分_系統251001,19:09:00,19:09:00,340_01,14,並柳団地,0,0
1全日_18時55分_系統251001,19:13:00,19:13:00,341_01,15,並柳団地,1,0
1全日_19時18分_系統252001,19:18:00,19:18:00,341_01,1,秀峰学校経由松本バスターミナル,0,1
1全日_19時18分_系統252001,19:19:00,19:19:00,339_02,2,秀峰学校経由松本バスターミナル,0,0
1全日_19時18分_系統252001,19:20:00,19:20:00,338_02,3,秀峰学校経由松本バスターミナル,0,0
1全日_19時18分_系統252001,19:21:00,19:21:00,337_02,4,秀峰学校経由松本バスターミナル,0,0
1全日_19時18分_系統252001,19:22:00,19:22:00,336_02,5,秀峰学校経由松本バスターミナル,0,0
1全日_19時18分_系統252001,19:23:00,19:23:00,335_02,6,秀峰学校経由松本バスターミナル,0,0
1全日_19時18分_系統252001,19:24:00,19:24:00,125_02,7,秀峰学校経由松本バスターミナル,0,0
1全日_19時18分_系統252001,19:25:00,19:25:00,124_02,8,秀峰学校経由松本バスターミナル,0,0
1全日_19時18分_系統252001,19:26:00,19:26:00,334_02,9,秀峰学校経由松本バスターミナル,0,0
1全日_19時18分_系統252001,19:27:00,19:27:00,121_02,10,松本バスターミナル,0,0
1全日_19時18分_系統252001,19:28:00,19:28:00,122_02,11,松本バスターミナル,0,0
1全日_19時18分_系統252001,19:28:00,19:28:00,123_02,12,松本バスターミナル,0,0
1全日_19時18分_系統252001,19:30:00,19:30:00,118_02,13,松本バスターミナル,0,0
1全日_19時18分_系統252001,19:38:00,19:38:00,100_07,14,松本バスターミナル,1,0
2平日_05時40分_系統101001,05:40:00,05:40:00,119_03,1,信州大学-横田経由松本バスターミナル,0,1
2平日_05時40分_系統101001,05:41:00,05:41:00,118_01,2,信州大学-横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,05:42:00,05:42:00,101_01,3,信州大学-横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,05:45:00,05:45:00,102_01,4,信州大学-横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,05:46:00,05:46:00,127_01,5,信州大学-横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,05:47:00,05:47:00,147_01,6,信州大学-横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,05:48:00,05:48:00,146_01,7,信州大学-横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,05:48:00,05:48:00,145_01,8,信州大学-横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,05:49:00,05:49:00,144_01,9,信州大学-横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,05:51:00,05:51:00,143_01,10,横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,05:52:00,05:52:00,142_01,11,横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,05:53:00,05:53:00,141_05,12,横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,05:54:00,05:54:00,354_01,13,横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,05:55:00,05:55:00,140_01,14,横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,05:58:00,05:58:00,139_02,15,横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,05:59:00,05:59:00,138_02,16,横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,05:59:00,05:59:00,137_02,17,横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,06:00:00,06:00:00,136_02,18,横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,06:01:00,06:01:00,135_02,19,横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,06:01:00,06:01:00,134_02,20,横田経由松本バスターミナル,0,0
2平日_05時40分_系統101001,06:03:00,06:03:00,133_02,21,松本バスターミナル,0,0
2平日_05時40分_系統101001,06:03:00,06:03:00,132_02,22,松本バスターミナル,0,0
2平日_05時40分_系統101001,06:04:00,06:04:00,131_02,23,松本バスターミナル,0,0
2平日_05時40分_系統101001,06:05:00,06:05:00,130_02,24,松本バスターミナル,0,0
2平日_05時40分_系統101001,06:06:00,06:06:00,121_04,25,松本バスターミナル,0,0
2平日_05時40分_系統101001,06:06:00,06:06:00,122_02,26,松本バスターミナル,0,0
2平日_05時40分_系統101001,06:07:00,06:07:00,123_02,27,松本バスターミナル,0,0
2平日_05時40分_系統101001,06:09:00,06:09:00,118_02,28,松本バスターミナル,0,0
2平日_05時40分_系統101001,06:15:00,06:15:00,100_07,29,松本バスターミナル,1,0
2平日_06時00分_系統101001,06:00:00,06:00:00,119_03,1,信州大学-横田経由松本バスターミナル,0,1
2平日_06時00分_系統101001,06:01:00,06:01:00,118_01,2,信州大学-横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:02:00,06:02:00,101_01,3,信州大学-横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:05:00,06:05:00,102_01,4,信州大学-横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:06:00,06:06:00,127_01,5,信州大学-横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:07:00,06:07:00,147_01,6,信州大学-横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:08:00,06:08:00,146_01,7,信州大学-横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:08:00,06:08:00,145_01,8,信州大学-横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:09:00,06:09:00,144_01,9,信州大学-横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:11:00,06:11:00,143_01,10,横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:12:00,06:12:00,142_01,11,横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:13:00,06:13:00,141_05,12,横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:14:00,06:14:00,354_01,13,横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:15:00,06:15:00,140_01,14,横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:18:00,06:18:00,139_02,15,横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:19:00,06:19:00,138_02,16,横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:19:00,06:19:00,137_02,17,横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:20:00,06:20:00,136_02,18,横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:21:00,06:21:00,135_02,19,横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:21:00,06:21:00,134_02,20,横田経由松本バスターミナル,0,0
2平日_06時00分_系統101001,06:23:00,06:23:00,133_02,21,松本バスターミナル,0,0
2平日_06時00分_系統101001,06:23:00,06:23:00,132_02,22,松本バスターミナル,0,0
2平日_06時00分_系統101001,06:24:00,06:24:00,131_02,23,松本バスターミナル,0,0
2平日_06時00分_系統101001,06:25:00,06:25:00,130_02,24,松本バスターミナル,0,0
2平日_06時00分_系統101001,06:26:00,06:26:00,121_04,25,松本バスターミナル,0,0
2平日_06時00分_系統101001,06:26:00,06:26:00,122_02,26,松本バスターミナル,0,0
2平日_06時00分_系統101001,06:27:00,06:27:00,123_02,27,松本バスターミナル,0,0
2平日_06時00分_系統101001,06:29:00,06:29:00,118_02,28,松本バスターミナル,0,0
2平日_06時00分_系統101001,06:35:00,06:35:00,100_07,29,松本バスターミナル,1,0
2平日_06時00分_系統141001,06:00:00,06:00:00,100_03,1,松本城経由美ヶ原温泉,0,1
2平日_06時00分_系統141001,06:01:00,06:01:00,118_01,2,松本城経由美ヶ原温泉,0,0
2平日_06時00分_系統141001,06:02:00,06:02:00,101_01,3,松本城経由美ヶ原温泉,0,0
2平日_06時00分_系統141001,06:05:00,06:05:00,102_01,4,松本城経由美ヶ原温泉,0,0
2平日_06時00分_系統141001,06:06:00,06:06:00,352_01,5,美ヶ原温泉,0,0
2平日_06時00分_系統141001,06:08:00,06:08:00,317_01,6,美ヶ原温泉,0,0
2平日_06時00分_系統141001,06:08:00,06:08:00,318_01,7,美ヶ原温泉,0,0
2平日_06時00分_系統141001,06:09:00,06:09:00,131_03,8,美ヶ原温泉,0,0
2平日_06時00分_系統141001,06:09:00,06:09:00,319_01,9,美ヶ原温泉,0,0
2平日_06時00分_系統141001,06:10:00,06:10:00,320_01,10,美ヶ原温泉,0,0
2平日_06時00分_系統141001,06:10:00,06:10:00,321_01,11,美ヶ原温泉,0,0
2平日_06時00分_系統141001,06:11:00,06:11:00,322_01,12,美ヶ原温泉,0,0
2平日_06時00分_系統141001,06:11:00,06:11:00,323_01,13,美ヶ原温泉,0,0
2平日_06時00分_系統141001,06:12:00,06:12:00,324_01,14,美ヶ原温泉,0,0
2平日_06時00分_系統141001,06:13:00,06:13:00,325_01,15,美ケ原温泉-松本城経由松本バスターミナル,0,0
2平日_06時00分_系統141001,06:14:00,06:14:00,326_01,16,美ケ原温泉-松本城経由松本バスターミナル,0,0
2平日_06時00分_系統141001,06:15:00,06:15:00,299_01,17,美ケ原温泉-松本城経由松本バスターミナル,0,0
2平日_06時00分_系統141001,06:19:00,06:19:00,300_01,18,松本城経由松本バスターミナル,0,0
2平日_06時00分_系統141001,06:20:00,06:20:00,327_01,19,松本城経由松本バスターミナル,0,0
2平日_06時00分_系統141001,06:21:00,06:21:00,325_02,20,松本城経由松本バスターミナル,0,0
2平日_06時00分_系統141001,06:22:00,06:22:00,324_02,21,松本城経由松本バスターミナル,0,0
2平日_06時00分_系統141001,06:22:00,06:22:00,323_02,22,松本城経由松本バスターミナル,0,0
2平日_06時00分_系統141001,06:23:00,06:23:00,322_02,23,松本城経由松本バスターミナル,0,0
2平日_06時00分_系統141001,06:23:00,06:23:00,321_02,24,松本城経由松本バスターミナル,0,0
2平日_06時00分_系統141001,06:24:00,06:24:00,320_02,25,松本城経由松本バスターミナル,0,0
2平日_06時00分_系統141001,06:25:00,06:25:00,319_02,26,松本城経由松本バスターミナル,0,0
2平日_06時00分_系統141001,06:27:00,06:27:00,131_04,27,松本城経由松本バスターミナル,0,0
2平日_06時00分_系統141001,06:28:00,06:28:00,318_02,28,松本城経由松本バスターミナル,0,0
2平日_06時00分_系統141001,06:29:00,06:29:00,317_02,29,松本城経由松本バスターミナル,0,0
2平日_06時00分_系統141001,06:31:00,06:31:00,352_02,30,松本バスターミナル,0,0
2平日_06時00分_系統141001,06:32:00,06:32:00,102_02,31,松本バスターミナル,0,0
2平日_06時00分_系統141001,06:33:00,06:33:00,101_02,32,松本バスターミナル,0,0
2平日_06時00分_系統141001,06:35:00,06:35:00,118_02,33,松本バスターミナル,0,0
2平日_06時00分_系統141001,06:40:00,06:40:00,100_07,34,松本バスターミナル,1,0
2平日_06時05分_系統111001,06:05:00,06:05:00,119_02,1,横田-信州大学前経由松本バスターミナル,0,1
2平日_06時05分_系統111001,06:06:00,06:06:00,118_01,2,横田-信州大学前経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:07:00,06:07:00,129_01,3,横田-信州大学前経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:08:00,06:08:00,123_01,4,横田-信州大学前経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:09:00,06:09:00,122_01,5,横田-信州大学前経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:10:00,06:10:00,121_03,6,横田-信州大学前経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:11:00,06:11:00,130_01,7,横田-信州大学前経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:12:00,06:12:00,131_01,8,横田-信州大学前経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:13:00,06:13:00,132_01,9,横田-信州大学前経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:14:00,06:14:00,133_01,10,信州大学経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:14:00,06:14:00,134_01,11,信州大学経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:16:00,06:16:00,135_01,12,信州大学経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:17:00,06:17:00,136_01,13,信州大学経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:17:00,06:17:00,137_01,14,信州大学経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:18:00,06:18:00,138_01,15,信州大学経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:19:00,06:19:00,139_03,16,信州大学経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:19:00,06:19:00,140_02,17,信州大学経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:21:00,06:21:00,354_02,18,信州大学経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:22:00,06:22:00,141_02,19,信州大学経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:23:00,06:23:00,142_02,20,信州大学経由松本バスターミナル,0,0
2平日_06時05分_系統111001,06:26:00,06:26:00,143_02,21,松本バスターミナル,0,0
2平日_06時05分_系統111001,06:27:00,06:27:00,144_02,22,松本バスターミナル,0,0
